rh.aparc.thicknessstd,rh_bankssts_thicknessstd,rh_caudalanteriorcingulate_thicknessstd,rh_caudalmiddlefrontal_thicknessstd,rh_cuneus_thicknessstd,rh_entorhinal_thicknessstd,rh_fusiform_thicknessstd,rh_inferiorparietal_thicknessstd,rh_inferiortemporal_thicknessstd,rh_isthmuscingulate_thicknessstd,rh_lateraloccipital_thicknessstd,rh_lateralorbitofrontal_thicknessstd,rh_lingual_thicknessstd,rh_medialorbitofrontal_thicknessstd,rh_middletemporal_thicknessstd,rh_parahippocampal_thicknessstd,rh_paracentral_thicknessstd,rh_parsopercularis_thicknessstd,rh_parsorbitalis_thicknessstd,rh_parstriangularis_thicknessstd,rh_pericalcarine_thicknessstd,rh_postcentral_thicknessstd,rh_posteriorcingulate_thicknessstd,rh_precentral_thicknessstd,rh_precuneus_thicknessstd,rh_rostralanteriorcingulate_thicknessstd,rh_rostralmiddlefrontal_thicknessstd,rh_superiorfrontal_thicknessstd,rh_superiorparietal_thicknessstd,rh_superiortemporal_thicknessstd,rh_supramarginal_thicknessstd,rh_frontalpole_thicknessstd,rh_temporalpole_thicknessstd,rh_transversetemporal_thicknessstd,rh_insula_thicknessstd,BrainSegVolNotVent,eTIV
29910,0.62,0.866,0.604,0.627,0.903,0.59,0.731,0.732,1.037,0.667,0.779,0.69,0.841,0.757,0.802,0.666,0.64,0.693,0.771,0.482,0.752,0.997,0.684,0.667,0.969,0.758,0.763,0.697,0.69,0.729,0.795,0.809,0.488,0.739,1199000.0,1490497.184204
29911,0.439,0.881,0.685,0.57,0.877,0.695,0.744,0.754,0.89,0.681,0.74,0.629,0.739,0.807,0.591,0.643,0.612,0.734,0.564,0.52,0.775,0.81,0.681,0.675,0.854,0.703,0.716,0.71,0.666,0.767,0.855,0.72,0.376,0.891,1231493.0,1422528.845644
29912,0.559,1.001,0.641,0.577,1.031,0.686,0.662,0.769,0.945,0.635,0.788,0.743,0.716,0.734,0.847,0.521,0.548,0.659,0.648,0.744,0.827,0.882,0.63,0.651,0.958,0.699,0.794,0.664,0.708,0.634,0.787,0.729,0.438,0.825,1155803.0,1409718.820188
29913,0.47,1.006,0.671,0.441,0.703,0.615,0.59,0.647,0.961,0.565,0.723,0.594,0.651,0.751,0.661,0.575,0.514,0.684,0.758,0.418,0.688,0.883,0.726,0.536,0.706,0.637,0.708,0.596,0.638,0.653,0.725,0.721,0.414,0.784,1267887.0,1551741.245236
29914,0.669,1.082,0.699,0.579,1.003,0.759,0.747,0.753,1.058,0.667,0.954,0.627,1.046,0.898,0.741,0.625,0.785,0.937,0.814,0.386,0.782,1.077,0.773,0.735,0.998,0.797,0.864,0.709,0.729,0.837,0.681,0.8,0.476,0.787,1047719.0,1290000.98329
29915,0.537,0.825,0.695,0.616,0.926,0.651,0.776,0.748,1.087,0.604,0.798,0.646,0.82,0.778,0.653,0.761,0.698,1.021,0.731,0.437,0.713,1.035,0.783,0.749,0.706,0.733,0.862,0.771,0.739,0.852,0.812,0.828,0.6,1.023,1127868.0,1458844.523661
29916,0.578,0.902,0.61,0.559,0.974,0.651,0.609,0.706,0.938,0.665,0.871,0.684,0.687,0.875,0.682,0.492,0.559,0.706,0.642,0.545,0.745,0.813,0.662,0.703,0.721,0.676,0.755,0.626,0.613,0.677,0.761,0.688,0.522,0.847,1170141.0,1353802.615008
29917,0.451,0.974,0.721,0.516,0.78,0.621,0.713,0.813,1.052,0.576,0.64,0.706,0.74,0.805,0.712,0.491,0.599,0.952,0.724,0.53,0.683,0.781,0.661,0.57,1.009,0.763,0.77,0.621,0.709,0.685,0.936,0.612,0.379,0.777,949342.0,1084198.799893
29997,0.491,0.812,0.551,0.555,0.822,0.623,0.539,0.636,0.914,0.655,0.757,0.655,0.716,0.653,0.768,0.537,0.481,0.707,0.524,0.501,0.615,0.771,0.568,0.496,0.719,0.616,0.635,0.583,0.692,0.547,0.547,0.752,0.312,0.862,1270833.0,1581497.885544
29998,0.416,0.783,0.452,0.511,0.761,0.495,0.452,0.596,0.914,0.607,0.589,0.531,0.646,0.611,0.594,0.518,0.43,0.565,0.509,0.505,0.639,0.791,0.671,0.455,0.692,0.516,0.537,0.476,0.723,0.521,0.444,0.907,0.459,0.635,1269564.0,1556411.071526
29999,0.457,0.658,0.596,0.549,0.913,0.637,0.601,0.66,0.852,0.546,0.731,0.66,0.823,0.722,0.894,0.688,0.612,0.636,0.606,0.419,0.602,0.681,0.611,0.637,0.683,0.551,0.735,0.506,0.664,0.623,0.734,0.745,0.463,1.007,1240797.0,1602819.062392
30000,0.392,0.68,0.637,0.529,0.83,0.654,0.586,0.723,0.846,0.747,0.765,0.674,0.69,0.666,0.779,0.535,0.527,0.616,0.534,0.515,0.632,0.798,0.576,0.476,0.616,0.585,0.624,0.497,0.748,0.68,0.637,0.78,0.456,0.894,1265528.0,1665555.668551
30001,0.436,0.685,0.547,0.526,0.723,0.46,0.493,0.669,0.796,0.701,0.571,0.601,0.713,0.537,0.69,0.458,0.492,0.542,0.487,0.548,0.552,0.697,0.567,0.48,0.621,0.509,0.513,0.433,0.589,0.45,0.49,0.878,0.344,0.823,1357190.0,1617984.189798
30002,0.538,0.839,0.552,0.582,0.8,0.798,0.614,0.761,1.101,0.691,0.798,0.708,0.732,0.91,0.656,0.609,0.611,0.714,0.596,0.679,0.563,0.875,0.65,0.607,0.857,0.638,0.697,0.55,0.857,0.656,0.804,0.834,0.65,0.829,1234127.0,1497594.877652
30003,0.326,0.756,0.449,0.477,0.618,0.518,0.485,0.685,0.841,0.577,0.622,0.62,0.682,0.612,0.476,0.491,0.426,0.431,0.515,0.494,0.542,0.814,0.51,0.476,0.712,0.494,0.554,0.466,0.613,0.514,0.546,0.878,0.405,0.679,1148149.0,1337019.629935
30004,0.322,0.664,0.562,0.606,0.684,0.549,0.457,0.64,0.812,0.705,0.617,0.654,0.576,0.632,0.828,0.506,0.445,0.539,0.495,0.488,0.611,0.735,0.568,0.438,0.633,0.5,0.582,0.489,0.608,0.541,0.467,0.804,0.312,0.725,1429314.0,1834063.009971
30005,0.459,0.75,0.472,0.505,0.786,0.569,0.506,0.724,1.087,0.642,0.68,0.613,0.615,0.695,0.738,0.5,0.474,0.618,0.518,0.541,0.67,0.903,0.518,0.49,0.497,0.535,0.593,0.491,0.674,0.424,0.742,0.74,0.424,0.864,1295249.0,1602693.465394
30006,0.442,0.8,0.488,0.448,0.89,0.521,0.481,0.692,0.856,0.549,0.62,0.611,0.579,0.708,0.709,0.508,0.496,0.551,0.552,0.487,0.621,0.718,0.548,0.518,0.687,0.6,0.662,0.517,0.714,0.575,0.501,0.931,0.351,0.688,1312163.0,1583968.146789
30007,0.428,0.813,0.555,0.509,0.67,0.598,0.475,0.64,0.915,0.639,0.641,0.608,0.753,0.616,0.599,0.538,0.503,0.557,0.551,0.465,0.632,0.828,0.583,0.474,0.823,0.583,0.646,0.505,0.626,0.497,0.517,0.787,0.363,0.696,1449089.0,1815911.266749
30008,0.489,0.75,0.603,0.629,0.832,0.624,0.537,0.746,0.91,0.626,0.689,0.656,0.72,0.614,0.741,0.518,0.52,0.641,0.535,0.497,0.625,0.852,0.555,0.525,0.849,0.544,0.651,0.438,0.662,0.613,0.659,0.766,0.369,0.856,1173969.0,1391035.618672
30009,0.463,0.687,0.71,0.594,0.714,0.621,0.597,0.784,0.852,0.643,0.762,0.637,0.713,0.803,0.821,0.631,0.592,0.603,0.656,0.528,0.641,0.932,0.672,0.491,0.834,0.577,0.791,0.588,0.702,0.64,0.834,1.057,0.496,0.711,1260422.0,1636111.534253
30010,0.421,0.807,0.437,0.364,0.842,0.534,0.481,0.631,0.813,0.612,0.583,0.613,0.707,0.672,0.587,0.51,0.384,0.564,0.525,0.517,0.557,0.771,0.488,0.455,0.641,0.496,0.54,0.448,0.602,0.508,0.622,0.826,0.38,0.743,1342941.0,1599279.56383
30011,0.496,0.72,0.473,0.628,0.707,0.513,0.496,0.675,0.816,0.693,0.624,0.603,0.7,0.731,0.65,0.441,0.402,0.679,0.487,0.51,0.523,0.735,0.529,0.513,0.685,0.508,0.577,0.442,0.81,0.534,0.719,1.184,0.404,0.653,1287889.0,1419243.486585
30012,0.344,0.743,0.416,0.449,1.022,0.537,0.476,0.69,0.794,0.697,0.731,0.589,0.615,0.616,0.726,0.527,0.396,0.618,0.476,0.538,0.578,0.733,0.525,0.477,0.733,0.517,0.538,0.469,0.564,0.493,0.795,0.909,0.411,0.793,1271109.0,1591562.152727
30013,0.468,0.627,0.578,0.605,0.731,0.548,0.483,0.789,0.935,0.682,0.647,0.635,0.618,0.764,0.531,0.471,0.389,0.563,0.419,0.455,0.614,0.658,0.566,0.485,0.593,0.441,0.552,0.491,0.696,0.559,0.616,0.713,0.344,0.794,1301060.0,1546464.399531
30014,0.388,0.835,0.392,0.659,0.763,0.59,0.517,0.738,0.885,0.695,0.69,0.624,0.711,0.631,0.647,0.438,0.358,0.588,0.469,0.515,0.562,0.878,0.459,0.485,0.611,0.481,0.469,0.455,0.705,0.474,0.536,0.736,0.354,0.754,1180390.0,1394421.967979
30015,0.427,0.774,0.447,0.495,0.694,0.541,0.493,0.73,0.878,0.624,0.67,0.576,0.673,0.668,0.68,0.56,0.514,0.553,0.477,0.449,0.563,0.772,0.595,0.473,0.77,0.471,0.579,0.455,0.672,0.501,0.488,1.011,0.352,0.806,1170443.0,1491260.764434
30016,0.443,0.814,0.468,0.484,0.705,0.531,0.463,0.595,0.772,0.554,0.566,0.661,0.687,0.635,0.583,0.517,0.477,0.632,0.545,0.464,0.577,0.673,0.548,0.455,0.725,0.568,0.569,0.466,0.55,0.509,0.556,0.673,0.325,0.876,1296688.0,1542222.117658
30017,0.568,0.823,0.501,0.612,0.772,0.524,0.673,0.671,0.919,0.545,0.706,0.673,0.782,0.783,0.636,0.624,0.58,0.545,0.605,0.556,0.658,0.773,0.621,0.614,0.803,0.646,0.641,0.561,0.758,0.676,0.782,0.798,0.39,0.711,1317357.0,1543234.451234
30018,0.388,0.82,0.435,0.51,0.832,0.555,0.467,0.638,0.856,0.676,0.653,0.637,0.674,0.667,0.642,0.532,0.456,0.63,0.543,0.59,0.626,0.754,0.63,0.447,0.785,0.561,0.574,0.449,0.657,0.528,0.803,0.974,0.443,0.779,1424340.0,1614290.718812
30019,0.369,0.734,0.553,0.474,0.861,0.528,0.44,0.649,0.755,0.545,0.651,0.591,0.568,0.616,0.742,0.514,0.408,0.602,0.459,0.478,0.502,0.753,0.496,0.474,0.462,0.475,0.603,0.459,0.592,0.45,0.599,0.763,0.379,0.809,1291038.0,1533512.082461
30020,0.37,0.479,0.519,0.552,0.715,0.586,0.428,0.598,0.826,0.649,0.544,0.619,0.509,0.581,0.593,0.513,0.456,0.535,0.455,0.538,0.625,0.775,0.569,0.461,0.544,0.491,0.557,0.465,0.55,0.497,0.652,0.808,0.27,0.672,1328707.0,1576494.169911
30021,0.381,0.73,0.526,0.518,0.765,0.535,0.473,0.64,0.76,0.52,0.71,0.549,0.607,0.575,0.619,0.491,0.429,0.526,0.641,0.502,0.615,0.75,0.552,0.455,0.668,0.528,0.63,0.45,0.632,0.486,0.571,0.74,0.477,0.851,1109351.0,1411698.335612
30022,0.4,0.85,0.669,0.544,0.748,0.602,0.601,0.765,0.938,0.635,0.871,0.613,0.925,0.712,0.617,0.67,0.584,0.807,0.633,0.491,0.659,0.983,0.696,0.625,0.837,0.71,0.806,0.634,0.613,0.568,0.803,0.698,0.381,0.814,1294327.0,1605568.255692
30023,0.434,0.557,0.502,0.498,0.901,0.544,0.562,0.728,0.919,0.642,0.683,0.644,0.66,0.784,0.743,0.447,0.414,0.53,0.559,0.404,0.64,0.871,0.641,0.551,0.521,0.596,0.581,0.481,0.688,0.592,0.723,0.871,0.55,0.832,1260165.0,1319997.167784
30024,0.337,0.86,0.597,0.655,0.92,0.48,0.475,0.677,0.92,0.595,0.611,0.63,0.668,0.608,0.696,0.473,0.488,0.549,0.509,0.512,0.62,0.84,0.596,0.437,0.667,0.572,0.713,0.48,0.528,0.463,0.528,0.84,0.374,0.694,1245868.0,1411350.376486
30026,0.37,0.569,0.379,0.526,0.803,0.579,0.501,0.606,0.541,0.573,0.68,0.567,0.643,0.537,0.678,0.485,0.457,0.567,0.442,0.533,0.564,0.526,0.436,0.449,0.776,0.498,0.479,0.436,0.585,0.487,0.588,0.924,0.4,0.716,1186368.0,1611207.811661
30027,0.611,0.818,0.611,0.634,0.704,0.68,0.743,0.766,0.841,0.754,0.789,0.767,0.731,0.867,0.847,0.684,0.625,0.744,0.719,0.53,0.705,0.888,0.703,0.705,0.746,0.679,0.815,0.682,0.671,0.705,0.65,0.756,0.497,0.728,1270006.0,1688188.318003
30028,0.509,0.742,0.497,0.496,0.859,0.538,0.44,0.609,0.814,0.611,0.534,0.697,0.694,0.635,0.57,0.486,0.444,0.539,0.472,0.512,0.532,0.794,0.529,0.44,0.658,0.484,0.571,0.471,0.63,0.486,0.625,0.761,0.4,0.774,1601997.0,1867794.00698
30029,0.402,0.743,0.5,0.556,0.78,0.494,0.474,0.643,0.869,0.537,0.655,0.671,0.524,0.592,0.584,0.449,0.429,0.503,0.445,0.518,0.744,0.791,0.676,0.443,0.655,0.503,0.592,0.454,0.534,0.51,0.456,0.847,0.416,0.727,1229264.0,1237921.259204
30144,0.408,0.561,0.544,0.409,0.702,0.62,0.545,0.682,0.757,0.549,0.739,0.631,0.761,0.57,0.795,0.545,0.569,0.588,0.607,0.509,0.702,0.636,0.64,0.601,0.773,0.591,0.674,0.529,0.634,0.524,0.699,0.595,0.509,0.847,1234227.0,1619062.853405
30146,0.397,0.479,0.481,0.343,0.686,0.696,0.555,0.741,0.762,0.542,0.686,0.503,0.69,0.601,0.9,0.552,0.448,0.637,0.488,0.311,0.67,0.664,0.603,0.61,0.541,0.579,0.549,0.495,0.701,0.67,0.591,0.824,0.555,0.791,1312140.0,1730000.837
30147,0.568,0.851,0.579,0.475,0.76,0.718,0.68,0.844,0.999,0.568,0.918,0.777,0.807,0.739,0.97,0.515,0.47,0.842,0.684,0.577,0.764,1.013,0.637,0.672,0.782,0.756,0.695,0.548,0.7,0.678,0.575,0.673,0.508,0.835,1234837.0,1655579.010673
30148,0.519,0.555,0.434,0.406,0.747,0.673,0.494,0.61,0.778,0.556,0.626,0.63,0.613,0.55,0.7,0.538,0.506,0.545,0.496,0.381,0.557,0.594,0.569,0.478,0.602,0.452,0.53,0.449,0.583,0.513,0.555,0.517,0.321,0.906,1238806.0,1595517.446231
30149,0.378,0.57,0.689,0.506,0.756,0.674,0.522,0.714,0.7,0.615,0.676,0.661,0.588,0.645,0.859,0.502,0.58,0.589,0.52,0.328,0.611,0.715,0.673,0.528,0.632,0.542,0.618,0.453,0.561,0.534,0.522,0.567,0.527,0.768,1147155.0,1509179.862125
30150,0.566,0.461,0.473,0.372,0.794,0.577,0.528,0.607,0.698,0.512,0.598,0.541,0.509,0.572,0.697,0.499,0.528,0.673,0.447,0.386,0.544,0.522,0.497,0.552,0.586,0.503,0.582,0.493,0.524,0.532,0.497,0.873,0.541,0.744,1210223.0,1762983.836637
30151,0.423,0.68,0.505,0.385,0.792,0.624,0.507,0.647,0.895,0.504,0.899,0.527,0.603,0.597,0.864,0.556,0.469,0.593,0.537,0.417,0.588,0.686,0.561,0.547,0.514,0.564,0.623,0.462,0.593,0.544,0.435,0.662,0.446,0.879,1275743.0,1726837.709043
30154,0.523,0.882,0.531,0.47,1.129,0.594,0.586,0.783,0.896,0.554,0.619,0.573,0.645,0.681,0.715,0.499,0.518,0.711,0.641,0.581,0.67,0.804,0.602,0.566,0.85,0.638,0.641,0.499,0.603,0.547,0.765,0.897,0.41,0.771,1222330.0,1508775.09134
30155,0.497,0.632,0.449,0.535,0.748,0.656,0.51,0.753,0.957,0.49,0.636,0.604,0.718,0.622,0.606,0.503,0.553,0.693,0.621,0.472,0.756,0.837,0.508,0.6,0.822,0.617,0.605,0.504,0.634,0.53,0.656,0.783,0.443,0.807,1024681.0,1302770.431506
30156,0.304,0.74,0.457,0.438,0.805,0.533,0.489,0.708,0.718,0.478,0.754,0.612,0.753,0.611,0.858,0.544,0.43,0.553,0.496,0.408,0.664,0.775,0.524,0.493,0.646,0.6,0.632,0.472,0.611,0.486,0.677,0.895,0.419,0.748,1173731.0,1523015.561422
30157,0.433,0.492,0.453,0.455,0.705,0.676,0.518,0.591,0.817,0.539,0.616,0.62,0.709,0.624,0.675,0.512,0.373,0.602,0.543,0.536,0.657,0.824,0.52,0.537,0.439,0.613,0.593,0.451,0.553,0.57,0.478,0.585,0.387,0.735,1121880.0,1394650.215271
30158,0.523,0.909,0.586,0.468,0.851,0.579,0.617,0.762,0.903,0.577,0.693,0.62,0.67,0.67,0.823,0.471,0.495,0.738,0.633,0.485,0.573,0.84,0.583,0.631,0.759,0.621,0.633,0.53,0.635,0.628,0.674,0.84,0.397,0.84,1152653.0,1522844.400469
30159,0.433,0.676,0.452,0.506,0.929,0.635,0.515,0.657,0.833,0.576,0.701,0.559,0.669,0.632,0.628,0.495,0.463,0.726,0.592,0.481,0.693,0.807,0.573,0.557,0.559,0.655,0.651,0.495,0.668,0.479,0.7,0.756,0.313,0.862,1213389.0,1529265.620041
30160,0.47,0.798,0.515,0.561,0.681,0.658,0.489,0.659,0.818,0.543,0.735,0.603,0.761,0.697,0.604,0.516,0.429,0.69,0.574,0.573,0.687,0.782,0.55,0.52,0.683,0.648,0.696,0.513,0.598,0.561,0.666,0.675,0.412,0.669,1257040.0,1527380.212147
30161,0.551,0.715,0.587,0.557,0.759,0.654,0.571,0.708,0.848,0.549,0.734,0.601,0.752,0.644,0.614,0.514,0.518,0.766,0.704,0.573,0.569,0.87,0.648,0.616,0.819,0.706,0.672,0.567,0.612,0.62,0.752,0.831,0.348,0.88,1166638.0,1419932.58071
30162,0.479,0.764,0.526,0.482,0.734,0.663,0.534,0.781,0.87,0.553,0.626,0.536,0.731,0.695,0.675,0.496,0.489,0.671,0.486,0.474,0.596,0.841,0.516,0.497,0.826,0.622,0.662,0.491,0.627,0.51,0.697,0.79,0.34,0.786,1195131.0,1540536.971889
30163,0.484,0.74,0.739,0.559,0.69,0.667,0.656,0.733,0.802,0.6,0.744,0.683,0.77,0.696,0.787,0.566,0.5,0.748,0.701,0.589,0.633,0.804,0.632,0.636,0.717,0.777,0.705,0.66,0.713,0.519,0.769,0.629,0.498,0.778,1172761.0,1444640.372413
30164,0.416,0.702,0.552,0.463,0.769,0.566,0.482,0.727,0.867,0.545,0.806,0.586,0.731,0.608,0.692,0.465,0.523,0.628,0.637,0.507,0.662,0.761,0.54,0.556,0.695,0.692,0.637,0.521,0.567,0.494,0.611,0.582,0.412,0.907,1189828.0,1422124.661334
30165,0.49,0.587,0.508,0.513,0.787,0.533,0.5,0.638,0.789,0.479,0.62,0.626,0.618,0.583,0.572,0.65,0.528,0.598,0.524,0.457,0.66,0.58,0.544,0.556,0.665,0.614,0.642,0.478,0.616,0.507,0.643,0.747,0.361,0.608,1183602.0,1403412.711678
30166,0.372,0.812,0.623,0.546,0.73,0.622,0.481,0.641,0.791,0.518,0.672,0.605,0.627,0.582,0.708,0.455,0.483,0.702,0.515,0.48,0.521,0.798,0.609,0.49,0.738,0.578,0.547,0.407,0.495,0.509,0.616,0.426,0.465,0.692,1151244.0,1442769.581972
30167,0.41,0.9,0.54,0.412,0.752,0.577,0.502,0.657,0.86,0.472,0.702,0.607,0.81,0.604,0.805,0.554,0.455,0.706,0.617,0.444,0.623,0.87,0.549,0.584,0.776,0.71,0.622,0.447,0.651,0.505,0.783,0.57,0.401,0.731,1055998.0,1322376.649609
30168,0.422,0.855,0.666,0.597,0.788,0.676,0.606,0.692,0.92,0.743,0.872,0.734,0.764,0.756,0.729,0.59,0.607,0.867,0.7,0.681,0.706,0.925,0.614,0.725,0.742,0.741,0.741,0.567,0.652,0.641,0.675,0.689,0.488,0.779,1283776.0,1461024.985494
30169,0.516,0.981,0.767,0.495,0.619,0.661,0.662,0.702,1.015,0.71,0.717,0.619,0.871,0.816,0.672,0.582,0.567,0.702,0.766,0.551,0.777,0.934,0.68,0.611,0.981,0.712,0.742,0.625,0.703,0.763,1.079,0.681,0.663,0.819,1132094.0,1286622.97195
30170,0.483,0.772,0.657,0.447,0.758,0.802,0.632,0.724,0.863,0.713,0.788,0.693,0.906,0.669,0.601,0.57,0.674,0.929,0.606,0.419,0.76,0.874,0.654,0.636,0.691,0.734,0.767,0.564,0.788,0.705,0.639,0.86,0.47,0.772,1109434.0,1257613.978153
30171,0.427,0.733,0.661,0.52,0.925,0.646,0.631,0.755,1.032,0.641,0.681,0.557,0.691,0.688,0.687,0.659,0.593,0.732,0.643,0.52,0.662,0.789,0.642,0.708,0.669,0.635,0.663,0.651,0.719,0.59,0.748,0.89,0.607,0.901,1185151.0,1265973.316354
30172,0.541,0.934,0.662,0.569,0.798,0.651,0.645,0.734,0.871,0.662,0.766,0.676,0.646,0.752,0.622,0.614,0.535,0.765,0.666,0.484,0.75,0.891,0.656,0.622,0.717,0.664,0.696,0.61,0.694,0.623,0.691,0.733,0.471,0.777,1328460.0,1526164.050724
30173,0.535,0.743,0.752,0.62,0.879,0.705,0.775,0.679,0.943,0.703,0.746,0.704,0.758,0.82,0.793,0.741,0.561,0.757,0.719,0.463,0.803,0.843,0.701,0.743,0.654,0.746,0.791,0.778,0.698,0.689,0.703,0.595,0.448,0.803,1173415.0,1358084.407232
30174,0.444,0.632,0.654,0.653,0.903,0.665,0.64,0.804,0.885,0.626,0.824,0.636,0.758,0.742,0.586,0.68,0.655,1.01,0.723,0.673,0.632,0.924,0.655,0.647,0.676,0.699,0.768,0.628,0.678,0.716,0.632,0.811,0.699,0.863,1242543.0,1376410.273604
30175,0.487,0.87,0.649,0.48,0.722,0.627,0.694,0.739,1.019,0.668,0.702,0.687,0.721,0.797,0.561,0.601,0.591,0.747,0.731,0.642,0.689,0.882,0.647,0.6,0.815,0.718,0.735,0.612,0.674,0.639,0.873,0.706,0.449,0.928,1215750.0,1451514.353797
30176,0.564,0.674,0.764,0.556,0.848,0.671,0.669,0.726,0.872,0.705,0.801,0.671,0.78,0.785,0.652,0.618,0.62,0.824,0.715,0.499,0.61,0.939,0.614,0.646,0.755,0.765,0.745,0.629,0.724,0.602,0.871,0.813,0.457,0.688,1179510.0,1272844.879602
30177,0.47,0.614,0.593,0.748,0.761,0.652,0.693,0.774,0.975,0.724,0.694,0.763,0.64,0.785,0.717,0.614,0.538,0.752,0.668,0.628,0.737,0.947,0.604,0.594,0.619,0.641,0.648,0.668,0.737,0.647,0.621,0.697,0.491,0.739,1335849.0,1484359.139815
30178,0.406,0.798,0.675,0.613,0.827,0.679,0.647,0.708,0.92,0.629,0.737,0.614,0.739,0.731,0.671,0.617,0.477,0.759,0.634,0.631,0.731,1.015,0.603,0.558,0.724,0.67,0.644,0.62,0.67,0.573,0.748,0.685,0.512,0.761,1284666.0,1464588.898598
30179,0.47,0.683,0.669,0.537,0.701,0.68,0.656,0.76,0.943,0.645,0.711,0.617,0.706,0.798,0.601,0.686,0.681,0.826,0.728,0.525,0.699,0.86,0.647,0.632,0.872,0.774,0.701,0.61,0.765,0.646,0.906,0.928,0.482,0.837,1233629.0,1320331.29652
30180,0.585,0.949,0.684,0.596,0.696,0.694,0.673,0.746,1.046,0.787,0.797,0.649,0.862,0.882,0.634,0.663,0.636,0.827,0.82,0.738,0.725,0.949,0.701,0.656,0.972,0.818,0.852,0.675,0.768,0.651,0.805,0.861,0.486,0.905,1087843.0,1274887.55935
30181,0.556,0.758,0.765,0.577,0.865,0.729,0.713,0.825,1.064,0.712,0.814,0.652,0.712,0.795,0.623,0.615,0.701,0.884,0.733,0.488,0.73,0.985,0.755,0.687,0.76,0.783,0.777,0.697,0.748,0.705,0.77,0.876,0.634,0.941,1472023.0,1705774.103077
30182,0.508,0.702,0.677,0.597,0.772,0.625,0.791,0.744,0.835,0.701,0.728,0.684,0.746,0.808,0.937,0.613,0.607,0.714,0.688,0.584,0.746,0.821,0.63,0.563,0.932,0.754,0.757,0.648,0.757,0.765,0.802,0.783,0.448,0.807,1232663.0,1463965.814943
30183,0.421,0.564,0.617,0.574,0.864,0.658,0.643,0.635,0.865,0.667,0.765,0.665,0.664,0.746,0.779,0.633,0.552,0.791,0.708,0.494,0.693,0.736,0.565,0.622,0.734,0.669,0.647,0.613,0.721,0.584,0.69,0.643,0.541,0.755,1282595.0,1385322.640668
30184,0.516,0.865,0.626,0.589,0.797,0.685,0.642,0.759,0.987,0.652,0.716,0.614,0.745,0.749,0.731,0.566,0.492,0.716,0.729,0.593,0.751,0.937,0.594,0.644,0.766,0.732,0.621,0.603,0.719,0.647,0.884,0.818,0.465,0.898,1307144.0,1490110.252295
30185,0.424,0.721,0.649,0.666,0.791,0.693,0.575,0.742,0.962,0.716,0.817,0.695,0.775,0.783,0.643,0.566,0.574,0.808,0.799,0.525,0.657,0.881,0.615,0.618,0.813,0.714,0.629,0.565,0.729,0.602,0.7,1.115,0.622,0.737,1272495.0,1498273.158899
30186,0.443,1.034,0.618,0.539,0.918,0.658,0.657,0.741,0.98,0.663,0.629,0.639,0.577,0.773,0.828,0.761,0.522,0.559,0.657,0.556,0.694,0.884,0.572,0.607,0.746,0.607,0.697,0.61,0.706,0.631,0.753,0.741,0.452,0.872,1216300.0,1420848.996631
30187,0.517,0.679,0.661,0.617,0.745,0.73,0.664,0.797,0.828,0.651,0.754,0.692,0.668,0.727,0.605,0.593,0.627,0.779,0.628,0.579,0.653,0.891,0.624,0.691,0.665,0.673,0.665,0.621,0.726,0.677,0.608,0.671,0.444,0.882,1374699.0,1573539.866448
30188,0.439,0.741,0.567,0.582,0.93,0.7,0.681,0.76,0.936,0.745,0.77,0.621,0.767,0.772,0.615,0.555,0.574,0.646,0.65,0.441,0.692,0.805,0.622,0.614,0.815,0.645,0.671,0.576,0.716,0.605,0.532,0.746,0.515,0.924,1363756.0,1655997.086477
30189,0.433,0.616,0.571,0.55,0.829,0.74,0.656,0.848,1.062,0.702,0.87,0.701,0.802,0.761,0.715,0.612,0.668,0.791,0.64,0.479,0.747,0.912,0.598,0.679,0.628,0.689,0.675,0.644,0.697,0.657,0.659,0.679,0.527,0.986,1249354.0,1354507.522649
30190,0.481,0.676,0.648,0.494,0.852,0.642,0.66,0.732,0.848,0.699,0.715,0.575,0.678,0.68,0.811,0.59,0.497,0.732,0.589,0.477,0.734,0.894,0.657,0.678,0.895,0.651,0.693,0.628,0.676,0.661,0.706,0.714,0.612,0.84,1205706.0,1377194.286272
30191,0.434,0.911,0.669,0.518,0.688,0.682,0.677,0.769,0.852,0.645,0.714,0.687,0.75,0.813,0.547,0.569,0.623,0.731,0.669,0.512,0.636,0.923,0.611,0.592,0.862,0.647,0.735,0.637,0.657,0.621,0.767,0.847,0.421,0.837,1388628.0,1591618.421404
30192,0.534,0.541,0.736,0.583,1.032,0.708,0.677,0.826,0.977,0.682,0.661,0.647,0.625,0.723,0.585,0.535,0.605,0.759,0.638,0.431,0.72,0.983,0.679,0.62,0.67,0.74,0.703,0.624,0.729,0.687,0.826,0.988,0.599,0.985,1371352.0,1590142.6473
30193,0.501,0.819,0.682,0.607,0.77,0.753,0.657,0.779,0.944,0.651,0.783,0.652,0.84,0.785,0.682,0.552,0.668,0.795,0.745,0.612,0.74,0.87,0.66,0.701,0.802,0.713,0.803,0.617,0.751,0.721,1.03,0.727,0.463,0.809,1307568.0,1481795.533281
30194,0.572,0.586,0.741,0.713,0.693,0.731,0.721,0.87,0.824,0.694,0.765,0.618,0.792,0.846,0.775,0.67,0.526,0.793,0.76,0.512,0.768,0.806,0.728,0.72,0.765,0.721,0.725,0.7,0.717,0.744,0.828,0.898,0.516,0.906,1258748.0,1479260.048201
