rh.aparc.gauscurv,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
29728,0.043,0.058,0.056,0.067,0.067,0.064,0.059,0.056,0.075,0.068,0.063,0.066,0.073,0.058,0.0,0.06,0.054,0.069,0.051,0.061,0.064,0.056,0.052,0.054,0.066,0.062,0.059,0.062,0.063,0.052,0.074,0.075,0.066,0.054,1068385.0,1445996.878854
29729,0.019,0.022,0.023,0.043,0.05,0.032,0.028,0.033,0.033,0.033,0.034,0.042,0.036,0.029,0.019,0.029,0.023,0.033,0.026,0.032,0.024,0.031,0.024,0.028,0.037,0.03,0.027,0.03,0.023,0.028,0.059,0.049,0.024,0.03,1268376.0,1599698.028572
29730,0.019,0.033,0.028,0.038,0.043,0.034,0.027,0.031,0.04,0.034,0.04,0.039,0.04,0.03,0.029,0.028,0.027,0.044,0.03,0.035,0.025,0.035,0.026,0.03,0.04,0.034,0.032,0.029,0.028,0.032,0.054,0.057,0.037,0.037,1175999.0,1237307.717257
29731,0.012,0.023,0.023,0.032,0.034,0.022,0.022,0.025,0.026,0.029,0.031,0.033,0.031,0.021,0.019,0.021,0.02,0.035,0.025,0.028,0.019,0.024,0.02,0.025,0.021,0.026,0.025,0.021,0.016,0.025,0.044,0.029,0.021,0.028,1324581.0,1626332.457642
29732,0.015,0.028,0.022,0.033,0.045,0.03,0.028,0.027,0.033,0.033,0.036,0.035,0.035,0.031,0.022,0.021,0.028,0.044,0.03,0.036,0.025,0.036,0.022,0.029,0.03,0.037,0.027,0.029,0.022,0.026,0.054,0.047,0.029,0.027,1151296.0,1423486.930392
29733,0.02,0.028,0.031,0.043,0.036,0.036,0.03,0.029,0.033,0.034,0.039,0.044,0.041,0.031,0.023,0.025,0.028,0.041,0.028,0.036,0.028,0.031,0.025,0.029,0.037,0.035,0.034,0.029,0.023,0.029,0.067,0.058,0.03,0.029,1228439.0,1513701.537206
29734,0.032,0.044,0.052,0.064,0.078,0.045,0.05,0.048,0.049,0.053,0.056,0.067,0.057,0.051,0.037,0.046,0.044,0.062,0.042,0.056,0.049,0.044,0.058,0.051,0.038,0.05,0.051,0.055,0.042,0.049,0.073,0.073,0.05,0.044,1144632.0,1548401.501495
29735,0.017,0.025,0.024,0.032,0.025,0.024,0.023,0.028,0.029,0.031,0.038,0.035,0.031,0.023,0.016,0.019,0.024,0.031,0.026,0.035,0.024,0.027,0.022,0.027,0.03,0.028,0.027,0.022,0.02,0.024,0.046,0.043,0.025,0.027,1363353.0,1625334.447972
29736,0.022,0.025,0.034,0.043,0.034,0.036,0.032,0.033,0.037,0.034,0.039,0.038,0.047,0.035,0.02,0.036,0.028,0.05,0.029,0.037,0.033,0.033,0.034,0.031,0.04,0.042,0.036,0.031,0.036,0.035,0.102,0.054,0.049,0.031,1210710.0,1560952.519069
29737,0.024,0.021,0.024,0.037,0.035,0.029,0.026,0.034,0.033,0.032,0.04,0.034,0.047,0.03,0.021,0.023,0.026,0.047,0.03,0.037,0.024,0.029,0.022,0.032,0.033,0.034,0.03,0.025,0.027,0.028,0.059,0.04,0.03,0.029,1127543.0,1409132.912751
29738,0.019,0.021,0.029,0.037,0.042,0.032,0.033,0.035,0.029,0.035,0.037,0.034,0.04,0.031,0.025,0.032,0.028,0.042,0.038,0.042,0.03,0.034,0.029,0.034,0.034,0.041,0.041,0.036,0.026,0.028,0.067,0.052,0.031,0.041,1265183.0,1522747.199314
29739,0.016,0.036,0.021,0.041,0.042,0.026,0.024,0.03,0.025,0.028,0.039,0.032,0.035,0.025,0.02,0.019,0.031,0.046,0.029,0.029,0.024,0.028,0.024,0.024,0.034,0.036,0.031,0.024,0.023,0.024,0.062,0.051,0.028,0.027,1259485.0,1469062.702676
29740,0.02,0.028,0.022,0.042,0.032,0.028,0.029,0.031,0.031,0.035,0.043,0.043,0.039,0.033,0.039,0.023,0.031,0.04,0.025,0.036,0.028,0.029,0.024,0.027,0.034,0.034,0.029,0.027,0.025,0.029,0.044,0.05,0.024,0.03,1121076.0,1334328.621712
29741,0.023,0.057,0.064,0.056,0.075,0.035,0.052,0.038,0.053,0.049,0.059,0.049,0.063,0.041,0.03,0.045,0.058,0.06,0.046,0.053,0.059,0.045,0.049,0.049,0.043,0.067,0.058,0.055,0.038,0.051,0.042,0.097,0.043,0.04,956579.0,1425132.509415
29742,0.031,0.042,0.046,0.076,0.073,0.061,0.064,0.053,0.042,0.069,0.059,0.061,0.05,0.083,0.056,0.07,0.048,0.073,0.041,0.076,0.066,0.054,0.062,0.057,0.027,0.069,0.065,0.07,0.056,0.054,0.07,0.081,0.04,0.037,828028.0,1427499.15696
29743,0.026,0.031,0.035,0.049,0.059,0.034,0.032,0.037,0.041,0.036,0.041,0.041,0.045,0.041,0.029,0.027,0.025,0.045,0.037,0.041,0.025,0.027,0.025,0.032,0.033,0.047,0.036,0.031,0.03,0.033,0.061,0.048,0.044,0.031,1039447.0,1286137.33096
29744,0.021,0.024,0.032,0.052,0.027,0.034,0.031,0.038,0.034,0.039,0.046,0.042,0.041,0.034,0.031,0.033,0.041,0.039,0.037,0.044,0.031,0.04,0.031,0.033,0.05,0.043,0.04,0.038,0.027,0.033,0.08,0.047,0.039,0.052,1120483.0,1395659.658842
29745,0.026,0.033,0.041,0.052,0.051,0.039,0.034,0.038,0.046,0.036,0.054,0.043,0.044,0.039,0.037,0.051,0.026,0.061,0.039,0.051,0.042,0.034,0.041,0.042,0.036,0.048,0.042,0.041,0.029,0.035,0.08,0.072,0.032,0.039,1065252.0,1333052.308107
29746,0.021,0.019,0.021,0.034,0.027,0.028,0.026,0.027,0.028,0.031,0.037,0.033,0.033,0.027,0.022,0.023,0.021,0.033,0.022,0.034,0.022,0.026,0.02,0.024,0.03,0.028,0.027,0.025,0.023,0.028,0.055,0.033,0.024,0.035,1121970.0,1387826.89137
29747,0.023,0.021,0.02,0.037,0.033,0.026,0.026,0.028,0.027,0.033,0.032,0.038,0.034,0.027,0.013,0.021,0.021,0.033,0.023,0.037,0.02,0.028,0.019,0.023,0.03,0.027,0.027,0.024,0.02,0.028,0.046,0.036,0.024,0.024,1112411.0,1288333.224916
29748,0.014,0.028,0.027,0.049,0.046,0.029,0.026,0.029,0.033,0.035,0.037,0.038,0.032,0.024,0.019,0.021,0.024,0.036,0.021,0.033,0.03,0.029,0.023,0.032,0.049,0.033,0.031,0.027,0.022,0.03,0.06,0.043,0.029,0.039,1064515.0,1244295.394963
29749,0.015,0.029,0.026,0.038,0.044,0.03,0.025,0.029,0.03,0.033,0.045,0.04,0.041,0.027,0.025,0.033,0.023,0.038,0.025,0.035,0.025,0.023,0.021,0.03,0.036,0.036,0.031,0.026,0.025,0.029,0.066,0.077,0.024,0.028,1073095.0,1294454.175381
29750,0.016,0.019,0.024,0.039,0.036,0.028,0.024,0.027,0.027,0.03,0.032,0.036,0.038,0.026,0.018,0.026,0.026,0.028,0.025,0.028,0.02,0.028,0.02,0.025,0.029,0.03,0.032,0.023,0.021,0.024,0.057,0.051,0.02,0.029,1245423.0,1371270.336661
29751,0.037,0.051,0.059,0.056,0.068,0.052,0.056,0.05,0.058,0.062,0.062,0.069,0.058,0.057,0.046,0.052,0.049,0.05,0.046,0.051,0.055,0.053,0.052,0.055,0.048,0.055,0.053,0.064,0.049,0.053,0.086,0.084,0.036,0.042,939303.0,1462187.129313
29752,0.015,0.032,0.033,0.049,0.073,0.03,0.029,0.034,0.03,0.035,0.042,0.038,0.047,0.026,0.024,0.034,0.03,0.046,0.032,0.036,0.037,0.033,0.033,0.03,0.043,0.04,0.042,0.034,0.02,0.03,0.057,0.052,0.023,0.04,1302278.0,1575994.429733
29753,0.017,0.024,0.026,0.043,0.025,0.027,0.029,0.031,0.026,0.033,0.036,0.039,0.038,0.023,0.023,0.023,0.022,0.04,0.024,0.034,0.024,0.029,0.021,0.025,0.019,0.033,0.029,0.026,0.021,0.025,0.047,0.035,0.026,0.028,1187852.0,1283170.710707
29754,0.014,0.025,0.025,0.045,0.043,0.029,0.029,0.031,0.029,0.033,0.037,0.032,0.036,0.026,0.023,0.02,0.026,0.03,0.026,0.027,0.025,0.024,0.025,0.029,0.043,0.04,0.032,0.033,0.021,0.023,0.052,0.06,0.032,0.031,1043250.0,1176049.797727
29755,0.016,0.023,0.026,0.036,0.044,0.031,0.024,0.028,0.027,0.031,0.041,0.038,0.033,0.031,0.019,0.028,0.028,0.032,0.027,0.036,0.024,0.03,0.023,0.027,0.035,0.032,0.029,0.027,0.024,0.025,0.056,0.04,0.031,0.025,1279263.0,1530228.196307
29756,0.02,0.033,0.039,0.046,0.04,0.037,0.028,0.027,0.035,0.035,0.05,0.039,0.042,0.026,0.025,0.041,0.028,0.047,0.029,0.038,0.033,0.03,0.03,0.027,0.034,0.037,0.039,0.032,0.026,0.027,0.055,0.05,0.039,0.04,1098988.0,1404693.467391
29757,0.023,0.021,0.02,0.034,0.022,0.026,0.024,0.028,0.026,0.03,0.027,0.038,0.033,0.026,0.023,0.021,0.02,0.031,0.026,0.035,0.019,0.028,0.017,0.023,0.037,0.03,0.025,0.025,0.023,0.024,0.058,0.04,0.024,0.026,1329613.0,1696079.706121
29758,0.016,0.022,0.029,0.036,0.03,0.031,0.03,0.026,0.027,0.031,0.037,0.033,0.039,0.026,0.022,0.026,0.023,0.043,0.029,0.036,0.025,0.033,0.023,0.028,0.032,0.034,0.033,0.028,0.022,0.024,0.065,0.07,0.029,0.031,1103453.0,1456205.220224
29759,0.018,0.025,0.021,0.033,0.032,0.028,0.024,0.026,0.037,0.033,0.039,0.04,0.036,0.025,0.031,0.021,0.025,0.027,0.033,0.036,0.023,0.033,0.022,0.026,0.032,0.034,0.029,0.028,0.021,0.024,0.054,0.054,0.027,0.03,1178125.0,1447774.590878
29794,0.015,0.014,0.017,0.028,0.036,0.021,0.024,0.03,0.038,0.029,0.032,0.029,0.028,0.022,0.017,0.021,0.026,0.03,0.024,0.026,0.022,0.029,0.021,0.024,0.027,0.027,0.023,0.022,0.014,0.022,0.045,0.039,0.026,0.028,1412240.0,1849436.414779
29795,0.016,0.019,0.019,0.028,0.026,0.027,0.022,0.026,0.026,0.027,0.031,0.031,0.023,0.02,0.018,0.018,0.023,0.029,0.025,0.036,0.026,0.018,0.023,0.021,0.029,0.027,0.026,0.021,0.016,0.022,0.037,0.028,0.021,0.027,1211824.0,1586990.902514
29796,0.013,0.015,0.019,0.031,0.034,0.019,0.028,0.028,0.025,0.027,0.029,0.031,0.028,0.035,0.02,0.018,0.024,0.039,0.025,0.025,0.029,0.021,0.023,0.024,0.014,0.031,0.029,0.025,0.019,0.025,0.054,0.053,0.025,0.021,1484550.0,2097356.287321
29797,0.013,0.016,0.021,0.034,0.016,0.026,0.03,0.028,0.032,0.032,0.037,0.035,0.025,0.024,0.015,0.016,0.028,0.032,0.028,0.033,0.021,0.02,0.039,0.025,0.036,0.031,0.025,0.025,0.015,0.027,0.051,0.034,0.028,0.031,1298682.0,1474565.398987
29798,0.015,0.021,0.019,0.032,0.016,0.026,0.028,0.03,0.03,0.03,0.029,0.029,0.026,0.028,0.013,0.018,0.027,0.032,0.031,0.031,0.024,0.025,0.026,0.027,0.037,0.031,0.037,0.024,0.017,0.03,0.044,0.026,0.023,0.019,1157581.0,1207429.125265
29799,0.012,0.017,0.023,0.029,0.023,0.028,0.03,0.027,0.025,0.033,0.028,0.031,0.023,0.026,0.013,0.021,0.026,0.037,0.024,0.027,0.029,0.029,0.032,0.024,0.03,0.035,0.03,0.028,0.017,0.027,0.057,0.027,0.023,0.025,1252139.0,1736767.224488
29800,0.017,0.018,0.021,0.026,0.017,0.022,0.027,0.024,0.033,0.027,0.034,0.028,0.029,0.022,0.013,0.015,0.023,0.038,0.026,0.027,0.035,0.023,0.032,0.023,0.03,0.03,0.024,0.023,0.018,0.025,0.039,0.025,0.022,0.023,1254351.0,1407270.002782
29864,0.012,0.022,0.027,0.029,0.05,0.024,0.027,0.034,0.023,0.036,0.034,0.037,0.031,0.028,0.027,0.024,0.023,0.048,0.023,0.029,0.031,0.025,0.021,0.026,0.028,0.031,0.028,0.027,0.022,0.027,0.061,0.039,0.036,0.022,1380840.0,1636426.916883
29865,0.015,0.017,0.027,0.032,0.042,0.024,0.024,0.031,0.028,0.034,0.037,0.039,0.034,0.024,0.019,0.022,0.024,0.048,0.028,0.033,0.022,0.033,0.02,0.026,0.027,0.037,0.029,0.028,0.021,0.024,0.042,0.036,0.026,0.034,1405764.0,1712573.385199
29866,0.02,0.027,0.025,0.042,0.035,0.029,0.022,0.025,0.03,0.031,0.04,0.034,0.035,0.026,0.025,0.022,0.024,0.035,0.022,0.027,0.028,0.031,0.02,0.027,0.032,0.028,0.03,0.028,0.026,0.031,0.045,0.041,0.027,0.028,1058482.0,1231675.403069
29867,0.016,0.022,0.025,0.032,0.036,0.035,0.03,0.032,0.026,0.036,0.039,0.034,0.033,0.03,0.03,0.023,0.024,0.04,0.027,0.038,0.021,0.022,0.024,0.027,0.023,0.036,0.034,0.028,0.02,0.026,0.055,0.058,0.022,0.035,959684.0,1134201.359999
29868,0.017,0.022,0.021,0.035,0.037,0.027,0.026,0.029,0.029,0.033,0.034,0.035,0.031,0.024,0.023,0.02,0.022,0.029,0.024,0.029,0.02,0.025,0.018,0.023,0.029,0.031,0.028,0.022,0.022,0.021,0.061,0.063,0.023,0.025,1262299.0,1630222.123042
29869,0.018,0.019,0.027,0.04,0.046,0.03,0.03,0.042,0.026,0.031,0.037,0.038,0.031,0.032,0.017,0.025,0.027,0.036,0.033,0.035,0.03,0.03,0.028,0.025,0.024,0.035,0.032,0.027,0.022,0.03,0.057,0.063,0.039,0.031,1144684.0,1330403.332139
29870,0.019,0.025,0.035,0.035,0.052,0.032,0.028,0.039,0.035,0.035,0.042,0.043,0.033,0.036,0.029,0.032,0.027,0.049,0.026,0.041,0.035,0.035,0.03,0.033,0.035,0.04,0.038,0.031,0.035,0.027,0.072,0.081,0.029,0.035,1200524.0,1425589.267593
29871,0.017,0.022,0.026,0.038,0.073,0.033,0.03,0.031,0.034,0.038,0.047,0.034,0.037,0.035,0.027,0.022,0.024,0.06,0.025,0.033,0.034,0.023,0.026,0.026,0.03,0.041,0.038,0.026,0.033,0.035,0.058,0.046,0.032,0.046,989759.0,1183642.681114
29872,0.016,0.017,0.021,0.029,0.022,0.025,0.024,0.03,0.032,0.03,0.039,0.037,0.035,0.026,0.037,0.028,0.024,0.027,0.025,0.033,0.028,0.027,0.024,0.026,0.033,0.03,0.026,0.03,0.02,0.028,0.058,0.059,0.019,0.029,1386130.0,1702456.918095
29873,0.031,0.037,0.057,0.051,0.069,0.041,0.05,0.065,0.042,0.067,0.066,0.055,0.051,0.05,0.048,0.062,0.066,0.076,0.06,0.046,0.074,0.061,0.065,0.049,0.036,0.062,0.058,0.066,0.061,0.06,0.086,0.102,0.05,0.04,1027868.0,1544290.872103
29874,0.019,0.023,0.026,0.032,0.031,0.028,0.019,0.03,0.028,0.025,0.035,0.034,0.032,0.023,0.025,0.021,0.024,0.031,0.022,0.031,0.024,0.029,0.019,0.022,0.02,0.031,0.029,0.023,0.02,0.025,0.047,0.048,0.031,0.031,1161823.0,1434864.418989
29875,0.01,0.023,0.031,0.043,0.036,0.03,0.033,0.038,0.033,0.035,0.045,0.036,0.043,0.028,0.025,0.028,0.028,0.048,0.042,0.03,0.034,0.036,0.029,0.035,0.037,0.047,0.037,0.033,0.02,0.031,0.062,0.053,0.031,0.03,1059927.0,1261125.794996
29876,0.017,0.023,0.021,0.033,0.05,0.028,0.02,0.033,0.029,0.031,0.033,0.033,0.029,0.023,0.023,0.024,0.019,0.037,0.023,0.034,0.021,0.021,0.022,0.022,0.026,0.027,0.027,0.023,0.019,0.023,0.036,0.038,0.026,0.028,1253591.0,1417676.527638
29877,0.025,0.023,0.026,0.033,0.033,0.033,0.031,0.034,0.034,0.036,0.039,0.041,0.035,0.031,0.03,0.024,0.023,0.047,0.025,0.026,0.031,0.036,0.024,0.029,0.026,0.039,0.034,0.028,0.03,0.036,0.053,0.054,0.025,0.035,1106660.0,1337481.081951
29878,0.017,0.039,0.058,0.072,0.063,0.05,0.05,0.052,0.041,0.06,0.079,0.053,0.065,0.051,0.03,0.05,0.05,0.072,0.058,0.05,0.071,0.042,0.06,0.048,0.05,0.068,0.058,0.057,0.043,0.063,0.085,0.112,0.035,0.031,854761.0,1366493.308552
29879,0.042,0.029,0.025,0.036,0.063,0.029,0.025,0.038,0.029,0.036,0.038,0.038,0.032,0.034,0.025,0.024,0.03,0.046,0.03,0.034,0.028,0.033,0.022,0.027,0.024,0.032,0.028,0.031,0.025,0.026,0.056,0.057,0.027,0.029,1260880.0,1423417.620513
29880,0.053,0.045,0.068,0.081,0.099,0.056,0.066,0.062,0.049,0.057,0.069,0.048,0.056,0.064,0.048,0.056,0.066,0.084,0.06,0.048,0.073,0.058,0.07,0.056,0.077,0.084,0.069,0.066,0.064,0.063,0.06,0.092,0.049,0.033,857698.0,1475743.861605
29881,0.016,0.029,0.034,0.035,0.039,0.033,0.035,0.035,0.03,0.03,0.04,0.035,0.034,0.032,0.029,0.029,0.031,0.045,0.033,0.037,0.042,0.027,0.03,0.029,0.034,0.04,0.037,0.029,0.025,0.032,0.066,0.037,0.052,0.033,1023842.0,1277546.942557
29882,0.015,0.03,0.037,0.05,0.055,0.036,0.036,0.041,0.035,0.04,0.043,0.038,0.041,0.047,0.028,0.04,0.036,0.045,0.037,0.03,0.041,0.04,0.038,0.035,0.04,0.047,0.042,0.038,0.03,0.038,0.054,0.059,0.044,0.038,1093171.0,1324084.527102
29883,0.017,0.025,0.034,0.045,0.056,0.037,0.036,0.041,0.037,0.037,0.05,0.036,0.045,0.038,0.028,0.029,0.032,0.054,0.039,0.036,0.048,0.028,0.037,0.03,0.026,0.04,0.041,0.043,0.029,0.04,0.059,0.063,0.035,0.03,1241215.0,1514404.454209
29884,0.017,0.041,0.031,0.042,0.045,0.03,0.032,0.039,0.029,0.034,0.039,0.043,0.034,0.032,0.023,0.041,0.03,0.046,0.03,0.035,0.041,0.038,0.032,0.032,0.036,0.038,0.038,0.029,0.026,0.026,0.058,0.061,0.031,0.035,1272106.0,1538649.617614
29885,0.017,0.032,0.029,0.037,0.06,0.033,0.033,0.037,0.031,0.035,0.051,0.034,0.04,0.03,0.031,0.031,0.026,0.041,0.028,0.029,0.033,0.03,0.029,0.034,0.038,0.037,0.033,0.032,0.028,0.029,0.079,0.077,0.036,0.033,1165937.0,1431243.319322
29886,0.014,0.018,0.023,0.037,0.042,0.031,0.025,0.029,0.03,0.031,0.037,0.034,0.028,0.027,0.025,0.024,0.021,0.039,0.022,0.03,0.025,0.025,0.022,0.028,0.026,0.032,0.025,0.027,0.023,0.026,0.047,0.039,0.024,0.03,1364570.0,1644583.69103
29887,0.017,0.022,0.03,0.047,0.043,0.034,0.034,0.032,0.026,0.038,0.035,0.046,0.044,0.027,0.062,0.027,0.026,0.03,0.024,0.03,0.025,0.023,0.022,0.026,0.026,0.033,0.03,0.04,0.024,0.031,0.043,0.063,0.029,0.025,967177.0,1118885.02268
29888,0.018,0.02,0.024,0.032,0.044,0.02,0.025,0.032,0.024,0.032,0.033,0.037,0.031,0.025,0.021,0.023,0.028,0.035,0.021,0.039,0.027,0.027,0.024,0.025,0.028,0.032,0.033,0.027,0.021,0.025,0.041,0.036,0.027,0.031,1357910.0,1536365.957148
29889,0.018,0.029,0.029,0.04,0.043,0.034,0.036,0.035,0.037,0.042,0.04,0.038,0.037,0.036,0.027,0.028,0.031,0.053,0.037,0.035,0.032,0.032,0.029,0.028,0.041,0.044,0.037,0.034,0.03,0.033,0.069,0.089,0.035,0.027,936804.0,1196373.781405
29890,0.022,0.021,0.026,0.039,0.052,0.03,0.032,0.04,0.035,0.032,0.043,0.034,0.041,0.039,0.023,0.025,0.027,0.033,0.032,0.034,0.032,0.027,0.024,0.033,0.03,0.036,0.034,0.034,0.031,0.034,0.078,0.063,0.023,0.038,1132330.0,1328587.956005
29891,0.018,0.031,0.028,0.039,0.054,0.031,0.03,0.044,0.026,0.034,0.038,0.035,0.042,0.032,0.02,0.03,0.026,0.042,0.027,0.032,0.026,0.028,0.026,0.027,0.037,0.037,0.032,0.029,0.027,0.031,0.056,0.058,0.023,0.032,1169209.0,1360973.395764
29892,0.012,0.028,0.027,0.038,0.035,0.032,0.029,0.034,0.026,0.032,0.037,0.038,0.039,0.029,0.021,0.026,0.028,0.043,0.022,0.042,0.025,0.03,0.024,0.029,0.026,0.032,0.031,0.031,0.023,0.029,0.041,0.04,0.024,0.024,1143438.0,1298895.683481
29893,0.015,0.021,0.036,0.037,0.048,0.029,0.031,0.029,0.03,0.037,0.045,0.041,0.041,0.031,0.033,0.032,0.028,0.048,0.033,0.045,0.036,0.024,0.038,0.028,0.031,0.041,0.036,0.039,0.032,0.028,0.046,0.069,0.032,0.028,1428180.0,1718818.900063
29894,0.027,0.04,0.053,0.051,0.057,0.04,0.044,0.042,0.044,0.049,0.056,0.052,0.044,0.039,0.024,0.049,0.045,0.055,0.05,0.067,0.049,0.039,0.049,0.048,0.047,0.06,0.055,0.049,0.039,0.049,0.062,0.071,0.048,0.034,1084476.0,1458020.6248
29895,0.018,0.019,0.029,0.034,0.042,0.025,0.029,0.037,0.032,0.03,0.035,0.044,0.032,0.028,0.024,0.021,0.021,0.037,0.033,0.035,0.028,0.027,0.025,0.029,0.023,0.035,0.031,0.025,0.024,0.025,0.073,0.068,0.027,0.027,1133850.0,1361580.848135
29896,0.017,0.025,0.024,0.032,0.033,0.029,0.027,0.034,0.031,0.038,0.038,0.035,0.034,0.029,0.019,0.025,0.025,0.055,0.028,0.03,0.027,0.028,0.026,0.028,0.026,0.037,0.032,0.026,0.022,0.026,0.038,0.052,0.027,0.028,1158240.0,1317700.286252
29897,0.018,0.018,0.041,0.037,0.039,0.033,0.03,0.037,0.028,0.033,0.045,0.033,0.047,0.037,0.02,0.035,0.029,0.041,0.03,0.028,0.03,0.031,0.028,0.032,0.022,0.038,0.036,0.03,0.023,0.027,0.084,0.059,0.017,0.031,1102916.0,1378972.551545
29898,0.015,0.027,0.028,0.033,0.048,0.035,0.027,0.039,0.037,0.03,0.037,0.038,0.034,0.026,0.033,0.033,0.024,0.041,0.027,0.036,0.033,0.033,0.026,0.031,0.036,0.036,0.03,0.031,0.023,0.028,0.072,0.053,0.027,0.028,1192445.0,1438613.680459
29899,0.014,0.025,0.024,0.034,0.041,0.032,0.025,0.034,0.027,0.036,0.035,0.033,0.03,0.033,0.027,0.025,0.03,0.056,0.023,0.039,0.031,0.033,0.022,0.023,0.032,0.037,0.03,0.032,0.024,0.025,0.056,0.051,0.034,0.029,1111667.0,1336376.623456
29900,0.017,0.021,0.031,0.036,0.052,0.031,0.031,0.04,0.03,0.034,0.046,0.039,0.05,0.039,0.025,0.035,0.031,0.053,0.043,0.036,0.038,0.031,0.034,0.033,0.038,0.052,0.039,0.033,0.033,0.036,0.069,0.06,0.04,0.027,1150792.0,1421223.038398
29901,0.015,0.024,0.029,0.033,0.035,0.034,0.028,0.039,0.028,0.033,0.036,0.033,0.037,0.031,0.024,0.025,0.025,0.047,0.03,0.03,0.027,0.028,0.026,0.027,0.04,0.038,0.031,0.027,0.025,0.03,0.05,0.038,0.028,0.026,1303097.0,1611319.494401
29902,0.019,0.045,0.053,0.054,0.074,0.039,0.047,0.045,0.04,0.047,0.059,0.048,0.051,0.048,0.033,0.048,0.037,0.068,0.036,0.036,0.05,0.04,0.055,0.041,0.042,0.057,0.048,0.051,0.041,0.056,0.06,0.071,0.02,0.035,1037074.0,1466750.243453
29903,0.015,0.019,0.021,0.036,0.039,0.023,0.023,0.024,0.03,0.03,0.032,0.035,0.027,0.022,0.023,0.021,0.021,0.032,0.028,0.03,0.026,0.025,0.022,0.027,0.028,0.031,0.027,0.022,0.019,0.022,0.058,0.048,0.023,0.025,1377696.0,1679196.592228
29904,0.018,0.022,0.025,0.033,0.038,0.029,0.026,0.034,0.034,0.031,0.04,0.035,0.038,0.03,0.025,0.024,0.024,0.043,0.023,0.027,0.03,0.031,0.023,0.03,0.032,0.036,0.031,0.028,0.023,0.032,0.045,0.038,0.027,0.032,1201778.0,1494030.020523
29905,0.021,0.018,0.024,0.032,0.045,0.03,0.026,0.033,0.029,0.032,0.028,0.031,0.028,0.027,0.018,0.02,0.027,0.037,0.028,0.031,0.027,0.026,0.024,0.025,0.026,0.032,0.028,0.026,0.025,0.03,0.037,0.056,0.03,0.025,1333228.0,1544615.496975
29906,0.013,0.023,0.019,0.037,0.026,0.024,0.024,0.025,0.029,0.026,0.036,0.033,0.035,0.026,0.022,0.023,0.021,0.031,0.02,0.031,0.022,0.029,0.023,0.022,0.036,0.03,0.026,0.023,0.016,0.026,0.05,0.042,0.027,0.028,1260029.0,1554417.96056
29907,0.015,0.022,0.027,0.028,0.04,0.028,0.025,0.034,0.027,0.029,0.034,0.037,0.035,0.031,0.023,0.025,0.022,0.041,0.023,0.023,0.023,0.029,0.022,0.025,0.034,0.032,0.027,0.022,0.018,0.027,0.056,0.053,0.024,0.026,1244134.0,1533794.185572
29908,0.026,0.027,0.039,0.045,0.078,0.032,0.036,0.039,0.035,0.043,0.054,0.048,0.05,0.032,0.028,0.031,0.035,0.06,0.043,0.046,0.039,0.027,0.035,0.03,0.038,0.055,0.044,0.041,0.033,0.035,0.096,0.063,0.053,0.03,1161104.0,1577648.872981
29909,0.018,0.025,0.032,0.037,0.064,0.029,0.032,0.029,0.034,0.034,0.038,0.038,0.037,0.033,0.019,0.029,0.026,0.045,0.028,0.048,0.03,0.026,0.026,0.026,0.026,0.036,0.035,0.026,0.03,0.032,0.069,0.064,0.043,0.026,1272897.0,1590792.926607
29910,0.016,0.027,0.028,0.036,0.043,0.027,0.03,0.029,0.028,0.039,0.043,0.038,0.034,0.03,0.036,0.029,0.032,0.045,0.028,0.029,0.028,0.029,0.026,0.029,0.031,0.035,0.03,0.031,0.026,0.032,0.067,0.065,0.026,0.03,1199000.0,1490497.184204
29911,0.017,0.024,0.024,0.035,0.077,0.028,0.027,0.041,0.026,0.031,0.036,0.041,0.044,0.033,0.021,0.027,0.025,0.042,0.026,0.035,0.024,0.028,0.021,0.029,0.03,0.031,0.03,0.023,0.023,0.028,0.065,0.05,0.027,0.029,1231493.0,1422528.845644
29912,0.016,0.022,0.021,0.034,0.059,0.031,0.024,0.04,0.025,0.026,0.034,0.037,0.031,0.026,0.024,0.018,0.026,0.032,0.02,0.024,0.02,0.022,0.019,0.025,0.023,0.031,0.028,0.022,0.019,0.023,0.05,0.035,0.024,0.031,1155803.0,1409718.820188
