lh.aparc.gauscurv,lh_bankssts_gauscurv,lh_caudalanteriorcingulate_gauscurv,lh_caudalmiddlefrontal_gauscurv,lh_cuneus_gauscurv,lh_entorhinal_gauscurv,lh_fusiform_gauscurv,lh_inferiorparietal_gauscurv,lh_inferiortemporal_gauscurv,lh_isthmuscingulate_gauscurv,lh_lateraloccipital_gauscurv,lh_lateralorbitofrontal_gauscurv,lh_lingual_gauscurv,lh_medialorbitofrontal_gauscurv,lh_middletemporal_gauscurv,lh_parahippocampal_gauscurv,lh_paracentral_gauscurv,lh_parsopercularis_gauscurv,lh_parsorbitalis_gauscurv,lh_parstriangularis_gauscurv,lh_pericalcarine_gauscurv,lh_postcentral_gauscurv,lh_posteriorcingulate_gauscurv,lh_precentral_gauscurv,lh_precuneus_gauscurv,lh_rostralanteriorcingulate_gauscurv,lh_rostralmiddlefrontal_gauscurv,lh_superiorfrontal_gauscurv,lh_superiorparietal_gauscurv,lh_superiortemporal_gauscurv,lh_supramarginal_gauscurv,lh_frontalpole_gauscurv,lh_temporalpole_gauscurv,lh_transversetemporal_gauscurv,lh_insula_gauscurv,BrainSegVolNotVent,eTIV
51330,0.027,0.026,0.038,0.048,0.048,0.042,0.034,0.044,0.048,0.037,0.042,0.047,0.037,0.043,0.042,0.043,0.034,0.05,0.034,0.043,0.044,0.037,0.053,0.04,0.039,0.04,0.037,0.031,0.038,0.039,0.042,0.047,0.05,0.05,1262377.0,1730230.528718
51331,0.029,0.024,0.031,0.037,0.048,0.037,0.03,0.048,0.041,0.04,0.044,0.05,0.043,0.042,0.035,0.034,0.031,0.045,0.029,0.042,0.042,0.036,0.039,0.033,0.04,0.041,0.036,0.034,0.035,0.038,0.065,0.07,0.053,0.043,1275080.0,1725530.544463
51332,0.031,0.02,0.048,0.041,0.052,0.039,0.034,0.047,0.037,0.046,0.038,0.043,0.037,0.047,0.048,0.045,0.033,0.04,0.033,0.046,0.046,0.032,0.037,0.03,0.029,0.035,0.043,0.033,0.04,0.045,0.047,0.058,0.03,0.046,1497453.0,2060559.491236
51333,0.025,0.022,0.037,0.037,0.038,0.032,0.031,0.048,0.038,0.037,0.034,0.04,0.03,0.041,0.039,0.032,0.034,0.057,0.039,0.037,0.04,0.024,0.047,0.027,0.027,0.034,0.039,0.031,0.036,0.037,0.043,0.055,0.043,0.038,1260530.0,1712075.854849
51335,0.02,0.023,0.037,0.035,0.048,0.033,0.033,0.039,0.035,0.04,0.036,0.042,0.036,0.032,0.038,0.044,0.029,0.035,0.026,0.041,0.035,0.027,0.041,0.032,0.032,0.034,0.033,0.027,0.027,0.031,0.035,0.032,0.046,0.042,1159107.0,1550468.931693
51336,0.028,0.034,0.04,0.042,0.057,0.046,0.028,0.046,0.043,0.039,0.046,0.041,0.045,0.038,0.039,0.043,0.037,0.039,0.04,0.041,0.038,0.035,0.043,0.036,0.04,0.041,0.036,0.033,0.035,0.037,0.063,0.058,0.045,0.045,1249443.0,1741955.485355
51338,0.023,0.031,0.032,0.032,0.043,0.04,0.027,0.036,0.043,0.039,0.037,0.044,0.035,0.036,0.044,0.039,0.029,0.034,0.037,0.042,0.033,0.03,0.036,0.028,0.03,0.036,0.03,0.027,0.034,0.034,0.048,0.051,0.044,0.038,1131962.0,1573302.631158
51339,0.026,0.026,0.028,0.042,0.054,0.034,0.025,0.035,0.036,0.032,0.037,0.043,0.038,0.029,0.036,0.03,0.03,0.04,0.032,0.039,0.032,0.033,0.037,0.027,0.031,0.033,0.03,0.027,0.026,0.029,0.036,0.055,0.038,0.037,1316077.0,1735255.921213
51340,0.018,0.02,0.027,0.033,0.042,0.032,0.028,0.032,0.03,0.03,0.035,0.036,0.035,0.028,0.022,0.034,0.022,0.041,0.024,0.035,0.031,0.032,0.031,0.033,0.03,0.029,0.029,0.026,0.028,0.03,0.037,0.043,0.036,0.034,1182220.0,1634223.422647
51341,0.026,0.022,0.03,0.038,0.045,0.037,0.03,0.05,0.031,0.038,0.05,0.037,0.043,0.039,0.031,0.038,0.038,0.043,0.038,0.035,0.035,0.035,0.039,0.031,0.039,0.044,0.037,0.03,0.033,0.031,0.044,0.061,0.041,0.045,1173895.0,1563668.466187
51342,0.015,0.02,0.027,0.036,0.037,0.031,0.027,0.031,0.031,0.029,0.041,0.032,0.039,0.026,0.027,0.028,0.026,0.031,0.022,0.028,0.03,0.031,0.03,0.029,0.031,0.032,0.028,0.026,0.026,0.03,0.044,0.047,0.037,0.04,1216892.0,1628337.999376
51343,0.027,0.027,0.03,0.037,0.037,0.037,0.025,0.038,0.034,0.033,0.036,0.041,0.035,0.032,0.032,0.035,0.028,0.036,0.027,0.033,0.031,0.031,0.034,0.029,0.042,0.037,0.033,0.029,0.03,0.031,0.042,0.057,0.047,0.045,1259624.0,1688793.343956
51344,0.021,0.032,0.036,0.038,0.046,0.042,0.028,0.036,0.035,0.035,0.045,0.045,0.043,0.034,0.029,0.027,0.032,0.04,0.03,0.038,0.035,0.034,0.036,0.029,0.042,0.042,0.037,0.031,0.033,0.035,0.069,0.048,0.043,0.041,1231033.0,1773920.210914
51345,0.025,0.031,0.033,0.04,0.037,0.04,0.029,0.048,0.033,0.036,0.04,0.059,0.042,0.036,0.039,0.033,0.029,0.041,0.034,0.046,0.038,0.033,0.039,0.032,0.037,0.039,0.033,0.028,0.032,0.032,0.068,0.051,0.047,0.041,1088980.0,1459989.373552
51346,0.028,0.027,0.034,0.039,0.055,0.046,0.034,0.048,0.039,0.04,0.047,0.039,0.041,0.051,0.036,0.031,0.037,0.049,0.035,0.039,0.039,0.037,0.038,0.031,0.036,0.041,0.033,0.032,0.041,0.038,0.058,0.072,0.043,0.05,1124957.0,1529089.903831
51347,0.017,0.027,0.032,0.039,0.04,0.038,0.03,0.046,0.04,0.034,0.041,0.042,0.033,0.039,0.036,0.031,0.029,0.042,0.033,0.035,0.036,0.032,0.037,0.031,0.04,0.039,0.035,0.031,0.035,0.032,0.056,0.064,0.051,0.042,1255220.0,1725237.073937
51348,0.016,0.036,0.036,0.038,0.042,0.038,0.031,0.04,0.041,0.032,0.04,0.039,0.053,0.041,0.035,0.031,0.039,0.054,0.034,0.033,0.036,0.037,0.034,0.029,0.048,0.044,0.037,0.032,0.035,0.03,0.055,0.088,0.048,0.044,1155419.0,1509214.42749
51349,0.025,0.028,0.034,0.041,0.069,0.042,0.036,0.038,0.034,0.043,0.046,0.047,0.043,0.038,0.029,0.03,0.035,0.047,0.039,0.041,0.034,0.033,0.037,0.035,0.045,0.045,0.041,0.039,0.036,0.037,0.064,0.067,0.054,0.046,1180481.0,1517702.029115
51350,0.025,0.039,0.04,0.051,0.067,0.04,0.034,0.043,0.043,0.041,0.061,0.042,0.05,0.036,0.04,0.039,0.04,0.061,0.049,0.041,0.041,0.043,0.04,0.037,0.041,0.057,0.043,0.036,0.041,0.041,0.074,0.098,0.05,0.044,1255457.0,1655674.283854
51351,0.025,0.028,0.032,0.037,0.065,0.041,0.032,0.037,0.035,0.036,0.04,0.042,0.047,0.035,0.034,0.03,0.03,0.04,0.03,0.042,0.035,0.032,0.034,0.035,0.04,0.036,0.034,0.033,0.032,0.034,0.048,0.083,0.037,0.05,1208513.0,1568280.571053
51352,0.04,0.043,0.057,0.072,0.062,0.051,0.062,0.053,0.059,0.057,0.059,0.058,0.064,0.052,0.039,0.057,0.045,0.06,0.04,0.073,0.071,0.049,0.054,0.059,0.054,0.056,0.054,0.066,0.052,0.075,0.064,0.084,0.058,0.057,1131765.0,1520091.393621
51353,0.062,0.035,0.061,0.071,0.104,0.064,0.071,0.059,0.058,0.069,0.081,0.082,0.076,0.071,0.063,0.055,0.062,0.068,0.054,0.071,0.063,0.049,0.058,0.068,0.062,0.071,0.062,0.071,0.079,0.068,0.068,0.115,0.074,0.056,941011.0,1568687.486106
51354,0.03,0.033,0.028,0.038,0.045,0.039,0.033,0.035,0.037,0.039,0.044,0.039,0.04,0.034,0.038,0.034,0.03,0.035,0.03,0.038,0.029,0.034,0.029,0.028,0.049,0.038,0.034,0.03,0.031,0.031,0.051,0.06,0.055,0.041,1156299.0,1498840.008369
51355,0.021,0.037,0.04,0.048,0.063,0.041,0.035,0.043,0.037,0.036,0.051,0.042,0.051,0.042,0.032,0.041,0.037,0.06,0.04,0.044,0.039,0.036,0.042,0.038,0.048,0.048,0.042,0.035,0.034,0.037,0.072,0.084,0.044,0.044,1122277.0,1433330.930966
51356,0.02,0.038,0.03,0.045,0.055,0.033,0.029,0.038,0.039,0.037,0.044,0.042,0.044,0.035,0.036,0.033,0.032,0.034,0.029,0.04,0.033,0.037,0.033,0.03,0.04,0.037,0.035,0.027,0.029,0.03,0.046,0.048,0.037,0.043,1354420.0,1712643.023037
51357,0.02,0.024,0.023,0.034,0.033,0.03,0.022,0.028,0.028,0.031,0.039,0.033,0.032,0.029,0.026,0.026,0.026,0.04,0.026,0.037,0.027,0.025,0.025,0.025,0.039,0.033,0.028,0.023,0.027,0.029,0.048,0.056,0.037,0.036,1241587.0,1575790.337424
51358,0.026,0.041,0.043,0.06,0.075,0.049,0.042,0.041,0.04,0.056,0.051,0.048,0.058,0.046,0.04,0.04,0.04,0.053,0.044,0.044,0.045,0.034,0.042,0.042,0.047,0.046,0.046,0.049,0.038,0.042,0.057,0.077,0.045,0.041,1104397.0,1419137.986499
51359,0.026,0.031,0.028,0.041,0.048,0.044,0.031,0.041,0.037,0.036,0.045,0.042,0.044,0.037,0.048,0.031,0.029,0.045,0.033,0.037,0.036,0.033,0.033,0.033,0.036,0.037,0.033,0.03,0.032,0.033,0.058,0.059,0.052,0.043,1311996.0,1685583.710658
51360,0.025,0.022,0.03,0.038,0.054,0.045,0.031,0.038,0.044,0.036,0.045,0.043,0.047,0.037,0.034,0.033,0.028,0.049,0.038,0.04,0.04,0.034,0.037,0.034,0.05,0.039,0.037,0.032,0.034,0.039,0.052,0.063,0.055,0.047,1267639.0,1693493.354686
51361,0.036,0.04,0.04,0.043,0.067,0.052,0.033,0.047,0.04,0.039,0.05,0.043,0.056,0.048,0.045,0.042,0.046,0.059,0.041,0.043,0.043,0.036,0.048,0.039,0.048,0.046,0.041,0.038,0.04,0.041,0.052,0.075,0.058,0.058,1268046.0,1719532.204387
51362,0.027,0.027,0.034,0.043,0.033,0.04,0.033,0.042,0.04,0.04,0.042,0.049,0.035,0.032,0.03,0.029,0.03,0.041,0.027,0.044,0.034,0.033,0.035,0.036,0.032,0.037,0.035,0.031,0.032,0.04,0.043,0.061,0.048,0.047,1054138.0,1455621.402138
51363,0.027,0.035,0.035,0.045,0.035,0.033,0.037,0.037,0.041,0.036,0.038,0.039,0.034,0.038,0.027,0.032,0.039,0.047,0.027,0.034,0.041,0.027,0.042,0.033,0.034,0.035,0.039,0.034,0.035,0.038,0.04,0.05,0.054,0.052,1026777.0,1379451.894158
51364,0.02,0.032,0.032,0.039,0.038,0.039,0.029,0.033,0.037,0.035,0.041,0.042,0.037,0.034,0.033,0.034,0.03,0.033,0.031,0.033,0.036,0.03,0.035,0.031,0.036,0.038,0.035,0.028,0.032,0.032,0.055,0.056,0.05,0.044,1254823.0,1715602.472033
51365,0.028,0.038,0.033,0.051,0.066,0.039,0.035,0.034,0.036,0.04,0.041,0.051,0.044,0.036,0.043,0.036,0.034,0.053,0.037,0.042,0.035,0.038,0.035,0.035,0.045,0.04,0.037,0.037,0.028,0.034,0.045,0.052,0.041,0.053,1062825.0,1424010.878428
51366,0.025,0.024,0.031,0.038,0.035,0.03,0.027,0.036,0.031,0.031,0.033,0.038,0.037,0.035,0.025,0.03,0.027,0.036,0.031,0.038,0.03,0.027,0.031,0.027,0.032,0.036,0.031,0.028,0.03,0.034,0.044,0.047,0.043,0.038,1263830.0,1776770.818552
51367,0.025,0.025,0.027,0.046,0.031,0.039,0.029,0.029,0.036,0.036,0.035,0.042,0.038,0.028,0.035,0.032,0.027,0.041,0.024,0.046,0.032,0.032,0.028,0.031,0.035,0.035,0.032,0.029,0.027,0.031,0.04,0.042,0.036,0.038,1171747.0,1610334.741879
51368,0.025,0.025,0.024,0.042,0.034,0.029,0.031,0.033,0.034,0.037,0.034,0.036,0.033,0.033,0.02,0.037,0.028,0.036,0.028,0.03,0.033,0.032,0.041,0.029,0.031,0.036,0.031,0.026,0.028,0.033,0.055,0.049,0.035,0.039,1193727.0,1549859.720451
51369,0.031,0.04,0.056,0.042,0.079,0.049,0.038,0.051,0.041,0.04,0.047,0.05,0.046,0.053,0.049,0.031,0.045,0.05,0.041,0.044,0.046,0.046,0.047,0.041,0.044,0.043,0.046,0.029,0.051,0.042,0.044,0.056,0.063,0.068,1268442.0,1711922.868125
51370,0.018,0.025,0.031,0.037,0.026,0.035,0.029,0.033,0.037,0.035,0.035,0.042,0.033,0.032,0.03,0.033,0.026,0.025,0.027,0.043,0.032,0.03,0.029,0.031,0.029,0.037,0.031,0.028,0.027,0.032,0.05,0.038,0.04,0.04,1344167.0,1658828.671671
51371,0.039,0.027,0.036,0.057,0.053,0.048,0.036,0.042,0.047,0.045,0.046,0.056,0.041,0.04,0.032,0.059,0.032,0.039,0.033,0.044,0.045,0.044,0.052,0.04,0.04,0.039,0.043,0.041,0.042,0.042,0.057,0.059,0.055,0.051,1145734.0,1494935.198466
51372,0.022,0.022,0.025,0.04,0.031,0.034,0.026,0.029,0.033,0.036,0.038,0.042,0.032,0.028,0.028,0.028,0.029,0.04,0.026,0.033,0.029,0.033,0.027,0.029,0.036,0.035,0.03,0.029,0.024,0.029,0.046,0.038,0.031,0.043,1058167.0,1349305.82614
51373,0.038,0.031,0.049,0.044,0.064,0.045,0.04,0.05,0.046,0.042,0.043,0.048,0.04,0.044,0.042,0.04,0.05,0.047,0.045,0.044,0.05,0.039,0.052,0.038,0.034,0.045,0.043,0.035,0.048,0.047,0.045,0.064,0.057,0.064,1471082.0,1855731.429448
51456,0.021,0.024,0.028,0.038,0.026,0.035,0.024,0.031,0.027,0.032,0.033,0.038,0.027,0.03,0.017,0.033,0.024,0.029,0.023,0.034,0.03,0.025,0.035,0.024,0.027,0.028,0.028,0.026,0.021,0.029,0.039,0.041,0.031,0.039,1242442.0,1423190.395926
51458,0.021,0.013,0.027,0.03,0.025,0.028,0.03,0.034,0.027,0.034,0.032,0.033,0.028,0.028,0.017,0.031,0.024,0.032,0.02,0.046,0.032,0.031,0.032,0.026,0.027,0.026,0.028,0.032,0.025,0.031,0.042,0.056,0.031,0.028,1297951.0,1799504.871693
51459,0.018,0.017,0.023,0.032,0.034,0.029,0.029,0.025,0.028,0.039,0.032,0.033,0.029,0.025,0.019,0.028,0.021,0.026,0.021,0.033,0.027,0.029,0.033,0.025,0.037,0.025,0.023,0.024,0.018,0.025,0.03,0.036,0.036,0.031,1326847.0,1691228.992252
51460,0.022,0.026,0.025,0.039,0.026,0.036,0.036,0.032,0.03,0.044,0.035,0.037,0.037,0.032,0.025,0.026,0.025,0.04,0.023,0.043,0.032,0.031,0.029,0.03,0.023,0.028,0.027,0.031,0.022,0.031,0.043,0.03,0.032,0.03,1203834.0,1540422.107378
51461,0.018,0.015,0.025,0.033,0.039,0.031,0.026,0.029,0.03,0.035,0.032,0.04,0.033,0.033,0.03,0.026,0.02,0.041,0.026,0.033,0.029,0.024,0.03,0.031,0.028,0.031,0.025,0.027,0.023,0.032,0.05,0.036,0.022,0.029,1235546.0,1855977.806315
51462,0.02,0.03,0.022,0.03,0.033,0.029,0.039,0.031,0.032,0.04,0.026,0.033,0.032,0.03,0.026,0.028,0.021,0.053,0.033,0.036,0.03,0.024,0.037,0.022,0.03,0.03,0.027,0.027,0.023,0.032,0.046,0.044,0.031,0.039,1374165.0,1258743.560583
51463,0.025,0.029,0.022,0.042,0.036,0.028,0.037,0.032,0.031,0.039,0.03,0.029,0.03,0.031,0.021,0.025,0.022,0.027,0.025,0.029,0.033,0.023,0.033,0.025,0.029,0.025,0.027,0.028,0.027,0.041,0.04,0.071,0.028,0.041,1304516.0,1286550.34551
51464,0.024,0.035,0.038,0.039,0.057,0.032,0.033,0.039,0.033,0.042,0.042,0.041,0.037,0.035,0.031,0.046,0.024,0.05,0.024,0.04,0.041,0.031,0.041,0.027,0.034,0.038,0.039,0.032,0.035,0.038,0.049,0.053,0.045,0.036,1654765.0,2181228.43445
51465,0.02,0.039,0.022,0.032,0.019,0.025,0.025,0.026,0.038,0.033,0.03,0.035,0.028,0.024,0.015,0.028,0.022,0.035,0.021,0.036,0.026,0.029,0.028,0.028,0.034,0.027,0.026,0.028,0.018,0.024,0.061,0.035,0.023,0.028,1171813.0,1591594.239336
51466,0.017,0.023,0.026,0.03,0.033,0.033,0.03,0.033,0.029,0.036,0.033,0.032,0.041,0.029,0.02,0.028,0.027,0.037,0.028,0.034,0.03,0.025,0.034,0.027,0.037,0.027,0.03,0.031,0.02,0.029,0.036,0.033,0.024,0.028,1230516.0,1543723.835923
51467,0.022,0.021,0.022,0.031,0.037,0.031,0.03,0.036,0.031,0.037,0.034,0.033,0.028,0.029,0.026,0.034,0.024,0.024,0.026,0.036,0.031,0.031,0.034,0.026,0.028,0.026,0.026,0.031,0.02,0.028,0.034,0.038,0.037,0.04,1390319.0,1919047.846671
51468,0.022,0.03,0.028,0.041,0.032,0.028,0.034,0.034,0.032,0.034,0.032,0.035,0.036,0.028,0.027,0.031,0.026,0.036,0.027,0.034,0.031,0.031,0.035,0.024,0.026,0.029,0.03,0.029,0.022,0.036,0.042,0.047,0.03,0.035,1451663.0,1873918.0299
51469,0.02,0.021,0.029,0.03,0.026,0.033,0.029,0.032,0.031,0.03,0.041,0.035,0.031,0.026,0.023,0.033,0.024,0.05,0.024,0.034,0.03,0.036,0.037,0.029,0.026,0.03,0.03,0.029,0.022,0.029,0.049,0.037,0.027,0.028,1282059.0,1706620.613776
51470,0.023,0.024,0.024,0.042,0.027,0.031,0.03,0.03,0.029,0.038,0.031,0.032,0.03,0.026,0.016,0.034,0.022,0.033,0.024,0.035,0.03,0.029,0.036,0.03,0.023,0.028,0.026,0.028,0.024,0.027,0.055,0.033,0.021,0.031,1486411.0,1841115.489143
51471,0.012,0.025,0.023,0.032,0.035,0.034,0.03,0.031,0.026,0.047,0.036,0.038,0.037,0.027,0.026,0.028,0.025,0.048,0.028,0.039,0.033,0.032,0.03,0.028,0.037,0.029,0.027,0.03,0.022,0.027,0.05,0.037,0.026,0.034,1027221.0,1389525.569229
51472,0.021,0.019,0.021,0.028,0.025,0.026,0.025,0.026,0.026,0.035,0.031,0.039,0.03,0.028,0.015,0.025,0.02,0.035,0.022,0.035,0.029,0.028,0.031,0.025,0.034,0.027,0.027,0.025,0.02,0.025,0.05,0.031,0.026,0.036,1527295.0,2069554.48406
51473,0.02,0.019,0.025,0.037,0.034,0.036,0.031,0.032,0.03,0.041,0.032,0.039,0.034,0.028,0.027,0.034,0.021,0.031,0.023,0.039,0.031,0.029,0.033,0.028,0.032,0.028,0.032,0.031,0.022,0.031,0.032,0.05,0.034,0.032,1292901.0,1600176.87798
51474,0.017,0.024,0.022,0.032,0.03,0.032,0.026,0.034,0.028,0.042,0.032,0.036,0.037,0.028,0.024,0.026,0.02,0.027,0.023,0.042,0.027,0.027,0.029,0.023,0.027,0.024,0.027,0.025,0.022,0.027,0.035,0.043,0.034,0.03,1409307.0,1814427.954362
51475,0.014,0.024,0.024,0.032,0.024,0.029,0.022,0.024,0.026,0.034,0.027,0.034,0.033,0.021,0.019,0.03,0.023,0.028,0.018,0.035,0.027,0.027,0.033,0.024,0.029,0.022,0.025,0.024,0.018,0.022,0.034,0.033,0.025,0.031,1334796.0,1513388.373568
51476,0.02,0.018,0.027,0.032,0.043,0.033,0.028,0.03,0.027,0.035,0.034,0.034,0.034,0.028,0.028,0.031,0.026,0.037,0.029,0.033,0.027,0.032,0.033,0.027,0.029,0.028,0.03,0.027,0.023,0.034,0.037,0.049,0.032,0.031,1329954.0,1700544.139704
51477,0.023,0.023,0.029,0.034,0.027,0.031,0.029,0.036,0.031,0.035,0.031,0.036,0.03,0.03,0.018,0.031,0.027,0.03,0.028,0.041,0.031,0.029,0.037,0.028,0.026,0.03,0.027,0.026,0.024,0.031,0.04,0.036,0.029,0.031,1114612.0,1166870.327095
51478,0.015,0.018,0.021,0.031,0.029,0.032,0.025,0.03,0.028,0.033,0.033,0.037,0.04,0.027,0.022,0.026,0.019,0.029,0.026,0.038,0.027,0.033,0.029,0.024,0.034,0.029,0.025,0.022,0.023,0.026,0.041,0.045,0.033,0.029,1321332.0,1604764.790447
51479,0.014,0.021,0.026,0.04,0.02,0.028,0.027,0.036,0.028,0.038,0.032,0.033,0.03,0.023,0.017,0.028,0.026,0.03,0.028,0.031,0.029,0.029,0.038,0.029,0.025,0.027,0.029,0.027,0.021,0.029,0.03,0.039,0.028,0.031,1080930.0,1394463.01842
51480,0.018,0.026,0.024,0.034,0.044,0.029,0.027,0.034,0.033,0.038,0.033,0.038,0.034,0.027,0.029,0.026,0.024,0.033,0.025,0.038,0.031,0.025,0.027,0.027,0.026,0.032,0.028,0.028,0.022,0.032,0.051,0.045,0.031,0.03,1087069.0,1400688.775704
51481,0.025,0.024,0.024,0.032,0.029,0.03,0.031,0.029,0.027,0.039,0.03,0.032,0.029,0.027,0.031,0.031,0.021,0.037,0.025,0.033,0.026,0.027,0.034,0.027,0.031,0.026,0.026,0.027,0.022,0.032,0.041,0.033,0.023,0.033,1254707.0,1540911.743868
51482,0.021,0.024,0.027,0.036,0.036,0.035,0.033,0.03,0.027,0.038,0.037,0.037,0.035,0.025,0.017,0.024,0.021,0.049,0.024,0.037,0.031,0.027,0.035,0.025,0.028,0.027,0.03,0.029,0.02,0.029,0.037,0.039,0.025,0.035,1115819.0,1263239.09276
51483,0.018,0.027,0.022,0.032,0.038,0.028,0.024,0.027,0.037,0.032,0.03,0.036,0.033,0.024,0.018,0.022,0.021,0.032,0.021,0.034,0.027,0.026,0.027,0.023,0.042,0.028,0.026,0.025,0.02,0.028,0.032,0.035,0.03,0.034,1266837.0,1422222.313004
51484,0.021,0.02,0.027,0.028,0.039,0.029,0.029,0.03,0.03,0.035,0.041,0.038,0.034,0.031,0.034,0.029,0.026,0.044,0.029,0.035,0.03,0.031,0.035,0.027,0.027,0.033,0.031,0.028,0.025,0.029,0.07,0.043,0.023,0.033,1285673.0,1686643.353967
51485,0.022,0.019,0.023,0.031,0.03,0.032,0.025,0.03,0.025,0.037,0.028,0.032,0.032,0.026,0.021,0.023,0.022,0.032,0.023,0.034,0.028,0.027,0.027,0.023,0.026,0.026,0.027,0.025,0.02,0.029,0.072,0.031,0.027,0.028,1303314.0,1812488.009349
51486,0.023,0.018,0.024,0.032,0.023,0.029,0.03,0.032,0.031,0.033,0.033,0.032,0.03,0.026,0.021,0.026,0.019,0.029,0.026,0.03,0.027,0.027,0.03,0.025,0.027,0.025,0.027,0.029,0.02,0.03,0.044,0.039,0.036,0.036,1379908.0,1918847.075483
51487,0.017,0.025,0.021,0.035,0.031,0.031,0.03,0.038,0.029,0.039,0.032,0.04,0.043,0.028,0.026,0.025,0.024,0.037,0.02,0.032,0.029,0.034,0.028,0.025,0.039,0.033,0.033,0.03,0.022,0.031,0.058,0.045,0.025,0.032,1162649.0,1440554.20663
51488,0.022,0.018,0.023,0.027,0.029,0.031,0.036,0.034,0.031,0.038,0.029,0.032,0.039,0.034,0.022,0.021,0.024,0.034,0.029,0.027,0.032,0.019,0.029,0.023,0.017,0.026,0.025,0.032,0.025,0.042,0.033,0.029,0.028,0.028,1088481.0,1495946.499342
51489,0.018,0.017,0.022,0.033,0.026,0.031,0.027,0.03,0.025,0.035,0.031,0.031,0.032,0.026,0.018,0.03,0.02,0.031,0.022,0.034,0.027,0.027,0.032,0.024,0.024,0.026,0.025,0.028,0.017,0.027,0.036,0.034,0.029,0.032,1241075.0,1673707.326591
51490,0.017,0.029,0.023,0.044,0.03,0.031,0.025,0.027,0.03,0.041,0.032,0.037,0.034,0.031,0.026,0.031,0.021,0.035,0.027,0.043,0.033,0.029,0.035,0.027,0.029,0.031,0.028,0.028,0.022,0.028,0.047,0.044,0.032,0.036,1237890.0,1478286.82078
51491,0.034,0.023,0.027,0.047,0.027,0.036,0.045,0.059,0.048,0.066,0.042,0.044,0.028,0.039,0.027,0.029,0.031,0.063,0.027,0.047,0.023,0.041,0.03,0.038,0.024,0.038,0.034,0.032,0.028,0.043,0.038,0.058,0.032,0.05,1247924.0,1433609.445955
51492,0.019,0.028,0.024,0.035,0.031,0.032,0.025,0.028,0.032,0.037,0.032,0.04,0.032,0.023,0.029,0.029,0.02,0.035,0.025,0.039,0.028,0.031,0.029,0.027,0.028,0.027,0.028,0.03,0.023,0.029,0.042,0.038,0.036,0.033,1406923.0,1819846.89854
51493,0.017,0.029,0.028,0.032,0.032,0.035,0.029,0.041,0.036,0.039,0.039,0.038,0.031,0.039,0.026,0.034,0.025,0.034,0.026,0.036,0.028,0.033,0.029,0.029,0.036,0.03,0.035,0.027,0.023,0.031,0.047,0.047,0.026,0.038,1192808.0,1516125.572245
51556,0.017,0.029,0.027,0.039,0.038,0.035,0.03,0.039,0.046,0.044,0.051,0.047,0.059,0.027,0.027,0.028,0.024,0.046,0.034,0.04,0.03,0.032,0.031,0.03,0.032,0.039,0.03,0.031,0.025,0.028,0.066,0.049,0.045,0.045,1293627.0,1483962.451251
51557,0.019,0.027,0.023,0.034,0.041,0.028,0.028,0.035,0.039,0.043,0.035,0.032,0.037,0.025,0.035,0.035,0.023,0.03,0.024,0.026,0.034,0.031,0.038,0.03,0.032,0.029,0.027,0.029,0.024,0.027,0.066,0.037,0.039,0.047,1264855.0,1575271.91024
51558,0.027,0.026,0.024,0.035,0.031,0.028,0.028,0.035,0.032,0.039,0.039,0.04,0.035,0.027,0.023,0.022,0.025,0.033,0.027,0.036,0.028,0.027,0.024,0.029,0.031,0.035,0.031,0.025,0.021,0.028,0.076,0.032,0.024,0.039,1230381.0,1479214.79076
51559,0.022,0.026,0.025,0.04,0.024,0.036,0.035,0.031,0.037,0.043,0.032,0.04,0.034,0.027,0.033,0.035,0.025,0.03,0.028,0.035,0.031,0.03,0.034,0.034,0.038,0.028,0.027,0.039,0.022,0.026,0.041,0.029,0.027,0.041,1323348.0,1500221.61745
51560,0.021,0.018,0.022,0.037,0.038,0.034,0.03,0.036,0.028,0.043,0.038,0.035,0.031,0.023,0.026,0.04,0.021,0.028,0.022,0.038,0.028,0.029,0.038,0.027,0.029,0.028,0.022,0.034,0.023,0.021,0.046,0.032,0.039,0.039,1256561.0,1296051.378619
51561,0.026,0.018,0.021,0.041,0.027,0.034,0.032,0.037,0.028,0.037,0.041,0.035,0.036,0.029,0.019,0.039,0.021,0.035,0.024,0.032,0.027,0.033,0.036,0.032,0.031,0.031,0.025,0.032,0.022,0.026,0.054,0.058,0.026,0.044,1348976.0,1840056.368147
51562,0.023,0.021,0.018,0.033,0.024,0.029,0.027,0.044,0.034,0.038,0.044,0.036,0.039,0.022,0.028,0.03,0.024,0.031,0.022,0.028,0.025,0.022,0.028,0.03,0.032,0.034,0.025,0.025,0.021,0.025,0.057,0.03,0.044,0.031,1158487.0,1457148.151527
51563,0.023,0.02,0.026,0.036,0.044,0.038,0.036,0.032,0.034,0.032,0.04,0.035,0.042,0.026,0.039,0.032,0.023,0.049,0.025,0.033,0.031,0.04,0.037,0.034,0.029,0.033,0.032,0.029,0.022,0.029,0.03,0.036,0.031,0.049,1305365.0,1681630.747142
51564,0.018,0.027,0.032,0.035,0.025,0.028,0.036,0.035,0.039,0.041,0.037,0.036,0.037,0.029,0.019,0.038,0.03,0.035,0.033,0.034,0.03,0.033,0.033,0.034,0.037,0.032,0.031,0.032,0.024,0.03,0.058,0.039,0.041,0.046,1243757.0,1674746.593475
